altitude,battery_voltage,motor_1_rpm,motor_2_rpm,motor_3_rpm,motor_4_rpm,vibration_x,vibration_y,vibration_z,vibration_w,pitch_angle,roll_angle,speed,temperature,gps_hdop,label
105.38478706824097,10.906767038364169,3194.6748889240907,3259.892747473527,2892.7431613870335,2808.9926160609643,-2.877900336768261,1.4953991959288135,1.1897763290302894,1.0501688807512215,9.828239921172248,-2.2070410321141765,5.603532436445521,25.41884438640868,5.702577820627334,0.0
14.047172305357632,11.187257187145185,2946.9083505333942,3385.440899218655,2996.8832960317204,3375.689004191675,0.3467370607879516,-1.9055418386725673,2.9970088423520735,-3.9370224613340126,1.0837258329389954,2.9575841933850464,8.986916943590456,28.47886516278881,0.04071866537613582,0.0
91.39320352590573,11.217030335401937,2889.889027163333,3290.5789795727596,2917.254242304108,2907.8960290552727,1.1564000467902575,0.9921032349239209,-0.8788045260744494,-0.5323419484720959,-5.300142299878486,-2.7725607763578823,4.526265858985598,25.75793308179451,0.5015665670000268,0.0
63.04772239584229,10.912748684134904,2754.0800287490565,3082.5921942907075,2991.038909066207,3311.647006492936,-1.6280063094257005,-0.05283701980053213,-2.6842455624640396,-1.6656012858886764,-13.569022379694722,7.4245676205841,5.81421488845195,20.674316702242447,1.6480485502200215,0.0
68.40918953565057,10.97553131128223,2880.780049863241,3307.645602370294,2839.40032728685,2986.9504742440167,-2.3511109614338084,-2.9506981277522546,4.448116661809615,-0.9969033664296048,10.922547536187144,-14.407376090119001,11.129756141074818,27.442420133833693,4.06689292260832,0.0
59.34890103708918,11.174733385712072,2839.2183862034303,3154.994581085089,2967.7250257994897,2684.040072582362,0.7063004342541795,-3.5620107307761604,3.5471883086963785,-1.8181416448208878,-7.9368875455373065,-6.724981036522802,4.41531606126217,22.196890460017286,1.1448253625635587,0.0
65.43571401230977,11.30287421110655,2519.179004388587,3020.437871337713,3000.1380322542796,3246.9339387612813,0.5609338863505758,0.05309273979733739,0.958655120591752,1.5389035058744351,11.610779057068603,1.9818301656785748,4.310576628506327,24.876129745354326,1.193399815958437,0.0
73.72322094220114,11.132339459870412,3115.503255865332,2811.327170855211,3068.6800717297106,3279.1006344055286,0.28090956941477374,-1.5549873792062447,-1.4817838196511322,-2.1620800402408116,-11.120885094228473,-5.817462655347121,2.8357919025793614,16.23877381153849,1.7995436776497964,0.0
51.59209683010701,10.842627415218125,2793.2568226345124,3044.8612807501354,2422.1190360335545,3074.3366901520963,1.66748333271751,-1.0421708097565836,-1.374148947415524,2.7072997018815665,12.076862639567668,-9.245322902651527,10.109446208750226,28.007360885293906,1.7813978074511132,0.0
87.72152913121565,10.879742483326552,3210.8420425491577,3128.6757793679426,2782.660214046763,2831.0864325159055,-0.27697911362998356,2.6676063108326384,0.7218695021287006,1.4778575017275826,15.059003332704615,4.896621070711442,7.612663114477687,22.375246596474774,1.4002778465188865,0.0
92.5972606925504,10.875959155118512,2881.2917842859993,2592.3170198667785,2789.5517226373613,2869.8732314430567,1.0166172007557288,1.5168278090821963,1.7885771569500686,-0.8054895057199529,-14.251548420007724,-0.5359285152366016,10.49922857145098,17.94617199286926,1.8984417364986104,0.0
28.970088813997958,11.27869483163966,2980.034173133392,2861.514278061665,2864.5325710515826,3102.5092614139744,2.35491765395914,1.588840653046338,-1.7437292397720856,0.10367276867357632,-2.148835719416878,0.013766402169598685,1.5725099583023034,25.440812075342766,1.1534631463253784,0.0
61.27225804376871,10.956866017889162,2952.011776924527,3298.462329672489,3107.5946603412362,2901.0784177633805,0.36461838178909783,0.2874745045583476,-6.066876581138445,1.7845198743021076,8.949111920394055,0.9848239590991346,0.6079919229846005,28.561767020905286,2.0323174421515073,0.0
27.059210389741484,10.890235485714589,2842.200755729254,2871.275948645229,2965.800361216573,2872.6030895688405,-1.2673027646575787,-0.9746102419878705,4.388794769622055,-3.1023596009680285,5.047433643309952,7.52198476970825,5.594108190808109,19.28164418656616,2.9075610911776133,0.0
117.42100883564876,11.043049803163585,2993.3874160732003,3306.333273793608,2851.449127035655,3497.82678133052,1.3389910382568009,-3.8081337619396765,3.2551215603604375,1.5620631235307678,-0.4536609032082417,1.6813887377489674,6.131933763077347,21.285105991694962,6.182762674243982,0.0
90.94057708504269,11.161261433284203,2816.2599094991774,3251.328525513736,2991.1888257604455,2914.0783692662303,-2.1514338526526973,3.9455474157794517,1.3469817692386483,0.9388860967152646,-1.384115848938454,9.325767946281069,2.6487173123830465,34.74039067909136,3.0785952329836523,0.0
115.24222856338575,11.005795902106216,2595.2959596208557,3240.1901870777306,2899.9354345647243,2794.578213230408,-2.3344477097810374,0.7827278585551172,0.4363205617358515,2.1411340426091985,6.249295965218136,-2.5161296806297004,0.02925699632940626,18.232350506635875,2.1670630916927185,0.0
112.9356485585344,10.568652736273096,3255.792700167701,3269.303312733656,2744.136472098246,3350.3330925357704,-0.953267439568361,0.7799086820275684,0.06373595335537852,2.3022309646163848,2.089203425665156,21.403124431687715,6.032240443093121,23.2060170379636,1.5792894991865973,0.0
