altitude,battery_voltage,motor_rpm,airspeed,ground_speed,throttle_position,elevator_position,rudder_position,aileron_position,pitch_angle,roll_angle,yaw_rate,gps_hdop,temperature,wind_speed,angle_of_attack,label
453.246919077994,11.146524945119909,5537.051152534784,29.306143972819335,28.149955082670814,73.05276378729619,-3.2247115000390076,-3.4058962011777654,-1.5665647480501192,7.608122739555689,-3.176010269981995,-1.1441325956915829,1.2189049070644054,21.022220129437688,4.109158699997588,3.411463042010539,0.0
292.99002245900977,10.844078275548204,4834.63951781429,22.593121726327013,27.64344742383275,71.15199816082786,-2.807622486016853,3.1840328897050076,-1.9480225763593495,4.36143127185138,7.4218326986999585,-0.28451266759921384,0.15234243317695279,27.33269307274855,2.825489288183105,5.470342624425311,0.0
323.16579558433205,10.654979151180015,5418.804106774852,20.832150652436706,31.29091044682263,77.00149774311609,1.2668960474188167,2.137182973531409,-3.642179072897153,5.804476226233489,3.187539718991859,4.427540945190859,2.263970346918043,23.53278559241846,3.1850827045645773,6.359960643108518,0.0
100.87422442712014,11.087917952370695,4987.606386382887,22.858109249590264,20.21072937145263,63.7331888060813,2.3819214275770304,-3.5770993411204106,0.1736523657004238,7.631734014986111,6.1601832248467225,2.425788891078154,0.5530574710069057,22.620679769879757,2.737397111702598,4.411364196378563,0.0
78.41214226552295,11.255793238436734,5567.110573818328,26.029577516596138,27.975661712150448,73.1799720894054,1.847408017017313,-2.0364544892371024,-2.264661254503103,3.774425085319753,4.082443880135845,5.076117754227987,1.849556625741338,28.27500006857504,0.5141369984331648,6.745459247380034,0.0
491.9071693981452,10.734509252892105,4944.6716686985155,29.385023730478895,18.16033494026448,70.467444219923,1.5841469127676429,-1.236285067436558,-0.11998746285212711,3.648212521069218,7.998080494390183,1.1464925160141473,0.7538218888328456,29.372146387594917,1.7160217075929496,6.547884264787422,0.0
487.05977583389404,11.214713148465716,4776.702479030847,30.118366569309412,21.9005835982507,81.09957909609268,-3.5026249563566147,0.8446008899380657,5.09029841084259,8.69326839339097,-2.433379440237581,-1.1860617402796247,0.31820503800369293,18.28692563369108,7.016503781643312,8.886262170400073,0.0
127.72956944001517,11.145372520571206,4872.387907546298,26.781727887607634,17.030671357896832,78.15686117170549,-3.3542424623303826,-1.9814412763558082,3.4061339217521036,3.081852445332577,-0.15413279462946305,-0.317039597613951,1.7496204802945847,17.311098249606978,1.0961777666638761,1.6940410540510484,0.0
380.295675799523,11.372523118045228,4688.437657368369,24.496503567204766,24.39618821497704,72.89536759216797,-1.4882643438939311,-2.057166983716111,1.1733700597217098,-1.5728651091008956,4.939705453918854,-0.19435878007011573,0.900116428917102,32.570911754996146,8.306022583561584,2.6691519990873274,0.0
338.31640772564845,11.029251684616153,4833.556485292543,21.691493182818906,18.74242425747213,85.03501402715267,2.045013439606399,1.0539696575532498,0.9736927628287507,7.724623193224883,2.401609152456036,-0.3328120514822377,0.7705082048664612,18.37475081348543,7.7529687377603835,2.505519010215939,0.0
188.60566762184246,11.045094695602337,4796.918686818901,28.850935060365053,18.772288239312175,67.7035927693024,-2.0212221825607806,1.5960079640607605,4.381564544673475,1.7995096424080543,2.4492986159352554,1.7919708626131152,0.48616206130581235,22.762434457251523,1.4060509405250752,6.677506405942352,0.0
74.683407474274,11.102247698629354,5104.625312662515,26.093708969573086,26.13751331953322,74.10047294104889,1.4059474745944456,0.12786119408060456,-2.201328605030193,1.3096782405240157,-3.2898209870561734,3.673734616417545,2.049019108402479,23.68972664737823,7.629313436064118,4.115899613655041,0.0
446.2358344061678,10.72800013741344,4886.998227487277,21.60417527059125,23.44965825643419,60.54835851706403,0.5520188587723017,-2.4506010405760743,-1.5092235366072515,0.41357256112192076,-0.9331569307592129,1.6344065881548655,0.5407298514745364,26.322227157002423,9.678369190320966,-0.08736393553986499,0.0
110.38309486447946,11.056070179242228,5364.637414271139,24.6108643895537,22.649402578941018,92.97385382789408,-1.1163840522733275,-0.8349912301598877,-4.5449347488724,6.606598190211296,1.0791659894834156,0.0890142706292842,0.24998885519303146,27.735171879667412,3.1612215025031083,6.921477374424867,0.0
459.43817871322364,11.247329468950143,5013.769917160256,23.39962327510186,23.328776924016136,66.43705980284346,-0.17018792184868173,-1.557617824704897,-3.312884746568586,2.4976909327470276,-4.296885457141281,-2.450574862728514,1.7080113475589962,17.78788785993106,15.391101516788307,3.9613764761600647,0.0
60.19989268012644,11.223419365320549,5339.93664062176,26.766876803045943,26.832021553196455,76.6813236428917,1.1022450223417783,-0.626500067997063,3.4946210570436356,7.411996473917773,1.3452256358420076,0.46300464102565214,0.8216917174574185,30.115473336411597,3.917731092562949,3.1910922132437074,0.0
